abovementioned	ดังกล่าวข้างต้น
be in time	ทันการณ์
learn the other	ทันเกม
gesture	ทำมือทำไม้
municipal official	เทศกิจ
write a letter	แทงหนังสือ
against the rule	นอกเกม
out of list	นอกทำเนียบ
pre competition	นอกรอบ
out of one's boxing ring	นอกสังเวียน
out of list	นอกสารบบ
have a landslide victory	นอนมา
overwhelmingly	นำโด่ง
distantly	นำลิ่ว
car accessory	ประดับยนต์
in thousands	เป็นเบือ
purchase on credit	แปะโป้ง
dream on	ฝันค้าง
chaotically	ฝุ่นตลบ
completely	มิดชิด
not smoothly	ยึกยัก
meaningless	รกสมอง
affiliated bus	รถร่วม
minibus	รถสองแถว
skin between nostrils	ร่องจมูก
bed	ร่องสวน
seriously	รากเลือด
brag	ราคาคุย
excitedly	เร้าใจ
stimulating	เร้าใจ
entertaining	เริงรมย์
trifle	เรื่องเล็ก
trifle	เรื่องเล็ก
lucky number	เลขเด็ด
the elderly	วัยทอง
screamingly	วี๊ดว้าย
panic	ฮือฮา
accompany with	แกล้ม
handfully	คามือ
freshly	จรุงใจ
charming	เจ้าเสน่ห์
highest rank	ชั้นเอก
radio technician	ช่างวิทยุ
face the problem	โดนดี
overcome a barrier	ตั้งลำ
honest	เถนตรง
let's	เถอะ
let's	เถิด
body and mind	ทั้งกายและใจ
forensic laboratory	นิติเวช
word used at the end	แน่ะ
move one's bowels	ปวดอุจจาระ
additional charges	แป๊ะเจี๊ยะ
the assured	ผู้เอาประกัน
winning card	ไพ่ตาย
empty handed	มือเปล่า
also	ยัง
halt	ยั้ง
thoroughly	ยิบ
wholly	รวด
add up	รวบยอด
be accompanied by	ร่วมทาง
succeed	รอด
keep one's job	รักษาเก้าอี้
orderly	เรียงราย
study deeply	เรือง
chronic	เรื้อรัง
variable	ลมเพลมพัด
develop a photographic film	ล้างฟิล์ม
process photographs	ล้างรูป
word used at the end of a statement among friends but not politely	วะ
surely	วันยังค่ำ
future	วันหน้า
suddenly	วาบ
ceaselessly	วาย
be on the run	วิ่งรอก
run around	วิ่งรอก
jelly-like substance	วุ้น
Alas!	โว้ย
high level lexicon	ศัพท์สูง
unit of gold's weight	สลึง
aide-de-camp	เสนาธิการ
minister	เสนาบดี
ruinously	แหลก
with a groan	โหยหวน
be pleasantly warm	อบอุ่น
smile knowingly	อมยิ้ม
be possessed	อำ
word used on front of a woman's name	อี
violently	เฮือก
shrilly	กรี๊ดกร๊าด
stage an uprising	ก่อความวุ่นวาย
choosing	การคัดเลือก
practice	การปฏิบัติ
accusation	การปรักปรำ
adaptation	การปรับปรุง
push	การผลักดัน
proof	การพิสูจน์
restoration	การฟื้นฟู
risk-taking	การเสี่ยงโชค
exceed one's power	เกินกำลัง
increase power	ขยายอำนาจ
mill	ขัดสี
humor	ขำขัน
thieving	ขี้ขโมย
boastful	ขี้คุย
bragful	ขี้โม้
drunk	ขี้เหล้า
drunken	ขี้เหล้า
drunken	ขี้เหล้าเมายา
drunk	ขี้เหล้าเมายา
become shiny	ขึ้นเงา
pleasure-loving people	คนรักสนุก
fluently	คล่องปาก
zeal for something	ความชื่นชอบ
cruelty	ความดุร้าย
distinction	ความเด่น
gentleness	ความละมุนละม่อม
delicacy	ความละเอียดอ่อน
persuasion	คำชักชวน
be thoughtless	คิดไม่ออก
conditional meaning	เงื่อนความ
main point	จุดหลัก
airless	จุดอับ
be great	เจ๋ง
be dying for something	ใจจะขาด
forefront	ชั้นแนวหน้า
royal elephant	ช้างที่นั่ง
used	ใช้แล้ว
block the way	ดักหน้า
excellent	ดีมาก
mainly	โดยส่วนใหญ่
learn the news	ได้ความ
make it	ได้เรื่องได้ราว
virginal	ตกเขียว
deceive	ตกเขียว
in the middle of	ตรงกลาง
stand upright	ตั้งตรง
naturally	ตามเรื่องตามราว
intently	ตาไม่กะพริบ
have sharp eyes	ตาแหลม
smartly choose	ตาแหลม
repetitiously	ติดๆ ขัดๆ
short	เตี้ย
respond	โต้กลับ
be qualified	ถึงเกณฑ์
congenially	ถูกคอกัน
abnormally	ผิดปรกติ
heterogeneously	ผิดพวกผิดพ้อง
radio presenter	ผู้จัดรายการ
civilized person	ผู้มีวัฒนธรรม
participant	ผู้มีส่วน
guarantor	ผู้รับประกัน
stall	แผง
soft	แผ่วๆ
hide	แฝงตัว
disguise	แฝงตัว
aim	ใฝ่
civilian	พลเรือน
frank	พูดตรงไปตรงมา
fanciful	เพ้อฝัน
fancy	เพ้อฝัน
numerously	เพียบ
well-heeled	เพียบพร้อม
full of wiles	แพรวพราว
extensively	แพร่หลาย
peasant	ไพร่
inside	ภายใน
later	ภายหลัง
official language	ภาษาแบบแผน
the Great	มหาราช
grandly	มโหฬาร
fasten	มอบ
shabbily	มอมแมม
have a  proprietary right	มีกรรมสิทธิ์
have a condition	มีข้อแม้
have a case	มีคดี
meal	มื้อ
holder	มือ
ground	มูล
seed	เม็ด
grain	เม็ด
city	เมือง
foreign country	เมืองนอก
original dance	แม่บท
original	แม่บท
original	แม่บท
voidance	โมฆะกรรม
