english	thai	paiboon
casual worker	ลูกจ้างชั่วคราว	lûuk-jâaŋ-chûa-kraao
government employee	ลูกจ้างรัฐบาล	lúuk-jaaŋ-rát-baan
illegitimate child	ลูกไม่มีพ่อ	lûuk-mâi-mii-pâao
be handy	เหมาะมือ	mɔ̀ə-mʉʉ
bill	ร่างกฎหมาย	ráaŋ-gdt-măay
cultivated area	พื้นที่เพาะปลูก	pʉ́n-tîi-pɔ́-bplùuk
war criminal	อาชญากรสงคราม	aa-cha-yaa-gon-song-kraam
publication	สิ่งพิมพ์เผยแพร่	sìŋ-pím-phǎy-pɛɛ
import duty	อากรขาเข้า	aa-gon-kaa-kâo
summary	อย่างรวบรัด	yàaŋ-rúp-rát
floating debt	หนี้ระยะสั้น	nîi-rá-ya-sàn
funded debt	หนี้ระยะยาว	nîi-rá-yà-yaao
civic duty	หน้าที่ของพลเมือง	nâa-tîi-kɔɔŋ-pón-mʉaŋ
political machinery	กลไกทางการเมือง	gon-gai-taaŋ-gaan-mʉaŋ
national park	อุทยานแห่งชาติ	u-tá-yaan-hɛ̀ŋ-châat
beware of	จงระวัง	joŋ-rá-waŋ
work status	สถานภาพการทำงาน	sà-tǎan-pâap-gaan-tam-ngaan
maturity	วุฒิภาวะ	wút-ti-paa-wa
standardize	วางมาตรฐาน	waang-maa-dtra-tǎan
menopause	วัยหมดประจำเดือน	wai-mot-bpra-jam-dʉan
old age	วัยสูงอายุ	wai-suung-aa-yu
candidate	ผู้สมัครรับเลือกตั้ง	pûu-sà-màk-ráp-lʉ̂ak-dtâŋ
be in line for	อยู่ในเกณฑ์	yùu-nai-gèn
assassin	ผู้ลอบสังหาร	pûu-lɔ̂ɔp-saŋ-hǎan
puppet government	รัฐบาลหุ่น	rát-baan-hùn
floater	ผู้ขายเสียงเลือกตั้ง	pûu-kǎai-sǐaŋ-lʉ̂ak-dtâŋ
autarchy	สมบูรณาธิปไตย	som-buu-rá-naa-tí-bpà-dtai
political refugee	ผู้ลี้ภัยการเมือง	pûu-lii-pai-gaan-mʉaŋ
war of nerves	สงครามประสาท	soŋ-kraam-bpà-sàat
private right	สิทธิส่วนบุคคล	sìt-tí-suàn-buk-kon
office hours	เวลาทำการ	wee-laa-tam-gaan
objective	วัตถุวิสัย	wát-tù-wí-sǎi
open society	สังคมเปิด	saŋ-kom-bpə̀t
public revenue	รายได้แผ่นดิน	raai-dâi-pɛ̀ɛn-din
ask for	ถามถึง	tǎam-tʉ̌ng
mature	เป็นผู้ใหญ่	pen-pûu-yài
absolute monarchy	สมบูรณาญาสิทธิราชย์	som-buu-ra-naa-ya-sìt-ti-raat-jai
export duty	อากรขาออก	aa-gon-kaa-ɔ̀ɔk
deduce	อนุมาน	a-nu-maan
convenient for	เหมาะสำหรับ	mɔ̀-sǎm-ràp
cause	เป็นสาเหตุ	bpen-sǎa-hèt-du
blush at	หน้าแตก	nâa-dtɛ̀ɛk
quadruplets	แฝดสี่	fɛ̂t-sìi
unearned income	รายได้พิเศษ	raai-dâi-pí-sèet
give way	หลีกทาง	lìik-taaŋ
minority vote	คะแนนเสียงข้างน้อย	ka-nɛɛn-sǐaŋ-kâaŋ-nói
objective	วัตถุวิสัย	wat-tu-wi-sai
identity card	บัตรประจำตัวประชาชน	bàt-bpra-jam-dtua-bpra-chaa-chon
be engaged	หมั้น	mán
sound	หยั่ง	yâŋ
indecent	หยาบโลน	hǎa-boo-oon
obscenely	หยาบโลน	hǎa-boo-loo-n
hereditary characteristic	ลักษณะทางพันธุกรรม	lák-sà-ná-taaŋ-pan-tu-gam
be misled	หลงผิด	lǒŋ-pìt
per capita	ต่อหัว	dtɔ̀-hǔa
step aside	หลีกทาง	lìik-taaŋ
bridal house	หอ	hɔ̌o
dormitory	หอ	hɔɔ
shell	หอย	hɔɔy
sky	หาว	hǎao
yawn	หาว	hǎao
force majeur	เหตุสุดวิสัย	hèd-sùt-wí-sǎi
go astray	หลงผิด	lǒng-pìt
convict	ผู้ต้องโทษ	pûu-dtɔ̂ŋ-toôt
triplets	แฝดสาม	fɛ̂d-sǎam
twins	แฝดสอง	fɛ̂t-sɔɔŋ
maternal	ฝ่ายมารดา	fǎai-maa-daa
paternal	ฝ่ายบิดา	fâai-bi-daa
informant	ผู้ให้ข้อมูล	pûu-hâi-kɔ̀ɔ-muu:n
time of occurrence	วันเกิดเหตุ	wan-gə̀ə-hèet
vacancy	ตำแหน่งว่าง	dtam-hɛ̀ŋ-wâaŋ
majority vote	คะแนนเสียงข้างมาก	kà-nɛɛn-sǐaŋ-kâaŋ-mâak
assessor	ผู้ประเมิน	púu-bpra-mən
de facto	โดยพฤตินัย	doy-prʉ́-dtì-nai
chairman	ประธานที่ประชุม	bpra-taan-tîi-bpra-chum
poster	ใบปิดประกาศ	bai-bpit-bpra-gàat
ballot	บัตรเลือกตั้ง	bàt-lʉ̌ak-dtâŋ
educational status	สถานภาพทางการศึกษา	sà-tǎan-phaap-taaŋ-gaan-sʉk-sǎa
party policy	นโยบายพรรค	n-yoo-bai-pak
invective	คำบริภาษ	kam-bɔ-rí-pâat
International Police	ตำรวจสากล	dtam-ruat-saa-gon
session	สมัยประชุม	sà-mai-bpà-chum
defector	ผู้แปรพักตร์	pû-bpɛɛ-pák-dtà
progress	การเจริญเติบโต	gaan-ja-rin-dəəp-too
disharmony	การแตกแยก	gaan-dtɛ̀k-yɛ̀k
eat	กินข้าว	gin-kâao
hard work	งานหนัก	ngaan-nàk
serious	ซีเรียส	sii-rias
probably	ดอกกระมัง	dɔk-gra-maŋ
drinkable	ดื่มได้	dʉ̂m-dâi
only	ท่าเดียว	táa-diiao
someone	บางท่าน	baang-tàan
realize	ประจักษ์ชัด	bpra-jak-chat
personal interest	ประโยชน์ส่วนตัว	bpra-yòot-sùan-dtua
common interest	ประโยชน์ส่วนรวม	bpra-yòot-sùan-ruam
a large amount	ปริมาณมาก	bpà-rí-maan-maak
shut the door	ปิดประตู	bpìt-bpra-duu
indoor	ภายในบ้าน	phai-nai-bâan
high level language	ภาษาระดับสูง	paa-sǎa-rá-dup-suuŋ
machine language	ภาษาเครื่อง	paa-sǎa-krʉ̂aŋ
sacred words	มนตร์	mon
anthropology	มนุษยวิทยา	mo-nut-sà-wit-tà-yaa
humanities	มนุษยศาสตร์	mo-nut-sà-sàat
human relations	มนุษยสัมพันธ์	mo-nút-sà-sǎm-pan
cultural heritage	มรดกทางวัฒนธรรม	mɔ́n-dòk-taang-wát-ta-na-tam
environmental pollution	มลพิษทางสภาวะแวดล้อม	mon-lá-pit-taang-sà-páa-wá-wɛɛt-lóom
total mass	มวลรวม	muan-ruan
metropolis	มหานคร	má-hǎa-nók
guide	มัคคุเทศก์	mák-ku-tềt
high school education	มัธยมศึกษาตอนปลาย	mat-ta-yom-sʉk-sǎa-dtɔɔn-bplai
more than	มากกว่า	máak-gwàa
more and more	มากขึ้น	máak-kʉ̂n
overabundantly	มากเกินไป	mâak-gəən-bpai
reach at	มาถึง	maa-tʉ̌ng
manners	มารยาท	maa-rá-yaat
dishonestly	มิชอบ	mít-sɔ̀bp
tightly	มิด	mìt
not	มิใช่	mí-châi
not	มิได้	mì-dâi
imply	มีนัย	mii-nai
base	มีรากฐาน	mii-raak-tǎan
participate	มีส่วน	mii-sùan
get married	มีเรือน	mii-rʉan
get into trouble	มีเรื่อง	mii-rʉ̂aŋ
growth	การเจริญเติบโต	gaan-jà-rin-dtəp-dtoo
pour	เท	thée
mosquito wire screen	มุ้งลวด	múng-luat
value added	มูลค่าเพิ่ม	muu-lá-kâa-pʉ̀m
more	ยิ่งขึ้น	yîŋ-kʉ̂n
in addition	ยิ่งไปกว่านั้น	yìŋ-bpai-gwàa-nán
Prehistorical period	ยุคก่อนประวัติศาสตร์	yúk-gɔ̀ɔn-bpra-wàt-tì-sàat
Modern age	ยุคใหม่	yúk-mai
subside	ยุบตัว	yúp-dua
Western Europe	ยุโรปตะวันตก	yu-rôop-dtà-wan-dtòk
East Europe	ยุโรปตะวันออก	yu-roop-dtà-wan-ɔ̀ɔk
campaign	รณรงค์	rá-naroŋ
bus	รถบัส	rót-bàt
smoke	รม	rom
irritate	ระคายเคือง	rá-khai-khʉaŋ
national	ระดับชาติ	rá-dàp-chàat
international	ระดับนานาชาติ	rá-dàp-naa-naa-chaat
average	ระดับปานกลาง	rá-dàp-bpaan-glaang
high-grade	ระดับสูง	rá-dàp-suuŋ
ecology	ระบบนิเวศ	rá-bòp-ní-wêet
operating system	ระบบปฏิบัติการ	rá-bòp-bpà-dtì-bàt-gaan
expert system	ระบบผู้เชี่ยวชาญ	rá-bòp-pûu-chîa-chaaN
democracy	ระบอบประชาธิปไตย	rá-bɔ̀ɔp-bprà-chaa-tí-bpà-dtai
absolute monarchy	ระบอบสมบูรณาญาสิทธิราชย์	rá-bɔ̀ɔp-som-buu-rá-naa-yaa-sì
shine	ระยับ	rá-yàp
sovereignty	รัฏฐาธิปไตย	rát-tá-tìp-bpa-dai
tied up	รัดตัว	rát-dtua
caress tightly	รัดรึง	rát-rʉŋ
eat	รับประทาน	rap-bprà-taan
feel annoyed	รำคาญใจ	ram-kaan-jai
roadside	ริมถนน	rim-tǒn
riverside	ริมแม่น้ำ	rim-mɛɛ-nam
next day	รุ่งขึ้น	rûŋ-kʉ̂n
next generation	รุ่นหลัง	rûn-lǎŋ
past generation	รุ่นเก่า	rùn-gào
new model	รุ่นใหม่	rùn-mai
shade	ร่มเงา	rôm-ngao
accompany with	ร่วมกัน	rûam-gan
share the happiness	ร่วมสุข	rûam-sùk
beg for	ร้องขอ	rɔ́ɔŋ-kɔ̌
inquire	ร้องถาม	ró̂ŋ-tǎam
sing	ร้องเพลง	ráoŋ-plee
call	ร้องเรียก	rɔ́ɔŋ-rian
be a candidate for	ลงสมัครรับเลือกตั้ง	long-sà-mak-rap-lʉ̌ak-dtâŋ
cold wind	ลมหนาว	lom-nǎao
windy	ลมแรง	lom-rɛɛŋ
try out	ลองดู	looŋ-duu
trial and error	ลองผิดลองถูก	loŋ-pìd-loŋ-tùug
majesties' handwriting	ลายพระหัตถ์	lai-pra-hàt
transport	ลำเลียง	lam-liaŋ
taste	ลิ้มรส	lím-rót
you	ลื้อ	lʉ́ʉ
stand up	ลุกขึ้น	lúk-kʉ̂n
accomplish	ลุล่วง	lul-luaŋ
woman	ลูกผู้หญิง	lûuk-pûu-yǐŋ
hunt	ล่าสัตว์	lâa-sàt
all	ล้วนแต่	lûan-dtɛ̀
all	ล้วนแล้วแต่	lûan-lɛ̂ɛ-dtɛ̀
return	วกกลับ	wok-glàp
circuit	วงจรไฟฟ้า	woŋ-jon-fai-fáa
scope	วงจำกัด	wong-jam-gat
society	วงสังคม	woŋ-saŋ-kom
comparative literature	วรรณคดีเปรียบเทียบ	wan-na-ká-dii-bpriap-tʉia
art created language	วรรณศิลป์	wan-na-sìn
the next day	วันรุ่งขึ้น	wan-rûŋ-kʉ̂n
Shaving Day	วันโกน	wan-goon
seniority	วัยวุฒิ	wai-wut
sold	วางขาย	waang-khaai
brake	เบรก	breek
persons with previous deeds on each other	เจ้ากรรมนายเวร	jâo-gam-ma-naai-weer
this morning	เช้านี้	chái-nii
swagger	เดินกร่าง	dəən-gràaŋ
walk behind	เดินตาม	dəən-dtaam
doctrine	เถรวาท	tê-rá-waat
only	เท่านั้นเอง	tâo-nán-eeŋ
how	เท่าใด	tào-dai
because	เนื่องจากว่า	nʉ̂aŋ-jàak-wâa
owing to	เนื่องมาจาก	nʉ̂aŋ-maa-jaak
subject matter	เนื้อหาวิชา	nʉ́a-hǎa-wí-chaa
substance	เนื้อหาสาระ	nʉ́a-hǎa-sǎa-rá
tissue	เนื้อเยื่อ	nʉ́a-yʉ̂a
wood	เนื้อไม้	nʉ́a-máai
stinking	เน่าเหม็น	nào-mèn
brake	เบรก	breek
turn one's head	เบือนหน้า	bʉan-nâa
bored with food	เบื่ออาหาร	bʉ̀a-aa-hǎan
why	เพราะเหตุใด	prɔ́-hèt-dai
in order that	เพื่อให้	phʉ̂a-hâi
just now	เมื่อกี้	mʉ̂a-gîi
just now	เมื่อครู่นี้	mʉ̂a-krûu-nîi
yesterday	เมื่อวาน	mʉ̂a-waan
recently	เมื่อไม่นานมานี้	mʉ̂a-mâi-naan-maa-nii
visit	เยี่ยมเยียน	yîam-yian
compose	เรียงร้อย	ria-ng-ráay
graduate	เรียนจบ	rian-jop
further study	เรียนต่อ	rian-dtɔ̀
private matter	เรื่องส่วนตัว	rʉ̂aŋ-sùan-dtua
arithmetic	เลขคณิต	lek-ka-nit
anyhow	แต่อย่างใด	dtɛ̀-à-yaŋ-dai
vertical	แนวดิ่ง	nɛɛ-diŋ
vertical	แนวตั้ง	nɛɛ-dtâŋ
divide	แบ่งกลุ่ม	bɛ̀ŋ-glum
even if	แม้กระทั่ง	mɛ́ɛ-grà-tûaŋ
even	แม้แต่	mɛ́ɛ-dtɛ̀
oh,dear!	โธ่เอ๊ย	tôo-əy
domestic	ในประเทศ	nai-bpra-deet
on the other hand	ในอีกแง่หนึ่ง	nai-ii-ngɛ̂-nʉŋ
at that time	ในเวลานั้น	nai-wee-laa-nán
visit	ไปมาหาสู่	bpai-maa-hǎa-sùu
impossible	ไม่มีทาง	mâi-mii-taaŋ
nobody	ไม่มีใคร	mâi-mii-krai
little	ไม่เท่าไหร่	mâi-tâo-rai
be harmless	ไม่เป็นอันตราย	mâi-bpen-an-dtà-raai
not only	ไม่เพียงแต่	mâi-piiang-dtɛ̀
increase	มากขึ้น	màak-kʉ̂n
fried spare-ribs	ซี่โครงหมูทอด	sîi-khroong-muu-tɔɔd
fried chicken	ไก่ทอด	gài-tɔɔd
fried prawn balls	กุ้งชุบแป้งทอด	gúng-chup-bpɛ̂ng-tɔɔd
shrimp in fish sauce	กุ้งแช่น้ำปลา	gúŋ-chɛ̀-nam-bplaa
pork omelette	ไข่เจียวหมูสับ	kai-jiao-muu-sàp
stuffed omelette	ไข่ยัดไส้	kài-yàt-sái
Greenpeace Southeast Asia Foundation	กรีนพีซ เอเชียตะวันออกเฉียงใต้	grin-pii-s ə-chía-dtà-wan-ɔ̀ɔg-ch
Wildlife fund Thailand	มูลนิธิคุ้มครองสัตว์ป่าและพรรณพืชแห่งประเทศไทย ในพระบรมราชินูปถัมภ์	muu-lá-ní-tí-kúm-kroong-sàt-bpàa-l
Foundation for Handicapped Children	มูลนิธิเพื่อเด็กพิการ	muun-ní-tí-pʉ̂a-dèk-pí-gaan
The Education for Development Foundation	มูลนิธิกองทุนการศึกษาเพื่อการพัฒนา	muu-lá-nít-tí-goŋ-tun-gaan-sʉ̀k
Foundation of the protection of children's Rights	มูลนิธิศูนย์พิทักษ์สิทธิเด็ก	muu-lá-ní-tí-sǔun-pí-dtàk-sìt-tí
Child Protection Foundation	มูลนิธิคุ้มครองเด็ก	muu-lá-nít-tí-kúm-kroong-dèk
Foundation for the Blind in Thailand under the Royal Patronage of Her Majesty the Queen	มูลนิธิช่วยคนตาบอดแห่งประเทศไทย ในพระบรมราชินูปถัมภ์	muu-lá-ní-tí-chûay-kon-dtaa-bɔ̀ɔ
Hand-In-Hand Foundation	มูลนิธิร่วมด้วยช่วยกัน	muu-li-nit-ruam-duay-chuay-gan
to and fro	เทียวไปเทียวมา	thiiao-bpai-thiiao-maa
collect tax	เดินสวน	dəən-sǔan
water bottle	เต้า	dtâo
smooth	เนียน	nia
excellent	เยี่ยมยอด	yîam-yɔ̂ɔd
outside	รอบนอก	rɔ̂ɔp-nɔ̂ɔk
expiate sin	ล้างบาป	láaŋ-bàap
lens	เลนส์	len
umpire	กรรมการตัดสิน	gam-maa-gaan-dtàt-sin
coup d'etat council	คณะรัฐประหาร	ka-na-rát-bpra-hǎan
Miss Thailand	นางสาวไทย	naang-saao-thai
daughter	บุตรหญิง	bùt-rá-yǐŋ
millionaire	มหาเศรษฐี	má-hǎa-sèet-tii
missionary	มิชชันนารี	mit-chun-naa-rii
Deputy Prime Minister	รองนายกรัฐมนตรี	roŋ-naai-gà-rât-mon-dtrii
Associate Professor	รองศาสตราจารย์	roong-sàat-dtaa-jaan
senior	รุ่นพี่	rùn-pîi
jury	ลูกขุน	lúuk-kun
member of a political party	ลูกพรรค	lûuk-pák
child	ลูกเต้า	lûuk-dtao
crew	ลูกเรือ	lûuk-rʉa
one's world mate	เพื่อนร่วมโลก	phʉ̂an-ruam-look
traditional doctor	แพทย์แผนโบราณ	pɛɛt-pɛ̌n-boo-raan
daughter	ลูกผู้หญิง	lûug-pûu-yǐŋ
palanquin	วอ	wɔɔ
research report	รายงานการวิจัย	raai-ngaan-gaan-wi-jai
ore	แร่ธาตุ	rɛɛ-tâat
herbal medicine	ยาสมุนไพร	yaa-sà-mun-prai
furniture	เฟอร์นิเจอร์	fəə-ni-jəə
fried fish-paste balls	ทอดมันปลากราย	tɔɔd-man-bplaa-graai
